"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","label"
"1404","3pLTOP0G0etiWUknFoRpsr",0.576,0.486,4,-9.364,1,0.0406,0.0606,0.000143,0.093,0.337,141.951,217987,0
"1405","5Km6e8PWkwEPVKlifElIDB",0.553,0.343,10,-9.466,1,0.0407,0.68,3.5e-06,0.122,0.216,66.543,217974,0
"1406","5NRl32BO29q8xtWFvOlHZE",0.388,0.372,6,-5.72,1,0.0468,0.928,0,0.146,0.285,89.701,254507,0
"1407","1mKXFLRA179hdOWQBwUk9e",0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,0
"1408","57uX2vR9j9DNiANDYfXw1i",0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613,0
"1409","6Z85UCEueQcgSyChlrEu5G",0.456,0.438,5,-8.457,1,0.0286,0.163,0,0.194,0.0972,144.047,265120,0
"1410","0rH0mprtecH3grD9HFM5AD",0.572,0.685,6,-7.29,1,0.0356,0.0291,0,0.0963,0.232,110.698,333386,0
"1411","5VGlqQANWDKJFl0MBG3sg2",0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760,0
"1412","6C8YCzxgqxCC2ZnBNWmCOW",0.451,0.113,0,-15.52,1,0.0478,0.734,3.32e-06,0.088,0.23,127.169,230609,0
"1413","4aPRuTsiG7B4owTTF8Dm3U",0.476,0.837,10,-4.43,1,0.141,0.326,0,0.0506,0.433,166.083,296227,0
"1414","4oYMFlaSqdoID82aQtXPYg",0.605,0.829,10,-4.993,1,0.0549,0.0907,0,0.106,0.514,128.012,225333,0
"1415","6O3GciZgry6rsmBQhHVb0c",0.309,0.344,6,-7.54,1,0.0314,0.756,0,0.115,0.283,157.989,232987,0
"1416","1kFpL1itkwkdhO6kcmNJra",0.607,0.514,4,-6.631,1,0.0323,0.363,0,0.258,0.414,75.978,188291,0
"1417","6GRfCWffkEG93zyUJ1kGaM",0.523,0.774,7,-5.982,1,0.0459,0.0399,0,0.168,0.46,99.971,187996,0
"1418","1GpSXGBCDDHKRrOTqg4jdr",0.397,0.26,9,-17.302,0,0.124,0.65,0.00142,0.0842,0.295,78.175,347587,0
"1419","3HfB5hBU0dmBt8T0iCmH42",0.532,0.344,7,-13.057,1,0.035,0.00563,0.000473,0.115,0.126,91.834,235667,0
