"","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","label"
"663","2XWjPtKdi5sucFYtVav07d",0.745,0.693,2,-5.479,0,0.034,0.339,0,0.123,0.248,98.039,181900,1
"664","6eBhfEkP1OCMCkrJoiPJGs",0.658,0.624,9,-4.253,0,0.209,0.186,0,0.157,0.734,101.85,216695,1
"665","6oEKFCWWWmsECX0vdZqkNN",0.544,0.921,6,-5.628,1,0.0364,0.0768,0.000264,0.184,0.578,112.832,211766,1
"666","1kBw9wA2bQxyLWOzMC87N3",0.429,0.891,6,-5.055,1,0.0434,9.71e-05,0.000234,0.0955,0.633,158.058,226952,1
"667","2QBO6p482kMog83AMue3Jx",0.664,0.764,4,-6.575,1,0.0333,0.000265,0.00148,0.105,0.423,127.979,190056,1
"668","7B05516SDZK9hsqde0yauO",0.638,0.721,1,-4.644,0,0.0395,0.0211,0,0.12,0.435,146.078,180928,1
"669","4GQcRlUqDSqM3PeeWU4fhJ",0.431,0.728,6,-4.547,1,0.0548,0.0835,0.052,0.198,0.274,167.262,237143,1
"670","1BmdqDrBU5eohtRwHBls6C",0.75,0.81,0,-4.607,0,0.0572,0.0917,1.59e-05,0.111,0.48,120.038,171500,1
"671","0HjFjT6a21IHVUOpGv2g4y",0.601,0.702,5,-6.599,1,0.0397,0.0254,0,0.0543,0.462,110.988,199282,1
"672","27IoWcLDxCAfjB8jx0ccZe",0.527,0.603,8,-7.588,1,0.0374,0.0332,0,0.0805,0.313,78.036,216960,1
"673","7xELq8WliIctkuvWXONX6d",0.662,0.685,4,-4.561,0,0.0302,0.125,0,0.0961,0.447,111.964,187321,1
"674","0todbbT9g5uQGbeFCiBf2F",0.714,0.474,8,-4.993,1,0.039,0.374,0,0.106,0.376,62.484,212293,1
"675","14msK75pk3pA33pzPVNtBF",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,178640,1
"676","7tKwqvSMv2anPVW6g6rEV8",0.325,0.587,6,-6.615,0,0.0481,0.714,0.00524,0.0912,0.902,184.18,238107,1
"677","3qDb6Lg8WyWEJSR4IY8vhc",0.511,0.443,11,-8.864,0,0.14,0.0947,8.28e-05,0.122,0.435,179.838,206354,1
"678","5Z15oK5m5HcgILB7mxswQO",0.718,0.514,8,-9.084,0,0.0948,0.0563,0,0.21,0.361,127.933,154920,1
"679","6Z8rFlTUi6YZBFRLRXXfYi",0.662,0.823,10,-8.748,1,0.0797,0.000839,0,0.344,0.85,103.97,188000,1
"680","3WVhkjB7Y4xFruqoCAajBb",0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227,1
"681","16geeCnXrbiomV1IZ8Kudc",0.638,0.659,10,-6.215,0,0.0627,0.0127,0,0.187,0.341,103.029,233858,1
"682","5ftQSVAHs7iqULWKQn0fjK",0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,181880,1
"683","39YLC6osLe9btq1vpsDglx",0.685,0.638,6,-6.539,1,0.0367,0.0371,0,0.0987,0.414,123.442,183894,1
"684","45iXFmX0dGDELlsyEtVi7K",0.611,0.524,4,-4.317,0,0.0319,0.00945,0,0.111,0.459,83.535,151231,1
"685","1UotQ5kMAEiCJVisAVkxOh",0.705,0.824,2,-4.825,1,0.0347,0.18,0,0.0901,0.925,146.999,192046,1
"686","1rJoaf2QSCAECJaG75wdUt",0.704,0.422,5,-7.095,1,0.0473,0.0127,9.42e-06,0.115,0.413,134.883,189333,1
"687","3Jls8FZpsCgRRcbFug8Bkj",0.645,0.743,0,-6.747,1,0.0471,0.583,0.00569,0.0986,0.0996,112.979,259060,1
"688","7eJCoSa6PKXIMH9NW34xHM",0.56,0.8,9,-4.222,0,0.0601,0.0058,0,0.0871,0.381,107.105,198013,1
"689","5cIykejBpvRbyNo3oB3dNn",0.542,0.0806,6,-16.799,1,0.0384,0.85,0.000222,0.107,0.361,106.756,162725,1
"690","0Z82vxXw2n4hyNYjAmM5Tp",0.518,0.174,2,-13.109,1,0.0403,0.794,0.0819,0.149,0.122,120.191,174589,1
"691","5q5jd4Y5JeLAqJ3p36ocrT",0.398,0.151,7,-15.249,1,0.0366,0.868,0.0281,0.119,0.177,96.024,160824,1
"692","0tTnTd1YWjkhN4Yah3XCVd",0.554,0.487,9,-7.237,1,0.33,0.443,0,0.297,0.749,207.263,220000,1
"693","6eOVva3uFgGN9UWvQ78YvZ",0.43,0.646,7,-8.568,1,0.23,0.139,0,0.0797,0.518,158.688,164000,1
"694","4zzbL26fW2DD3wzU2e9wUQ",0.643,0.693,7,-8.667,1,0.126,0.131,0,0.099,0.618,156.092,244000,1
"695","6Q9oHLDWLkEITUSKVsYpx9",0.376,0.496,9,-7.291,0,0.055,0.276,0,0.0583,0.55,174.575,226267,1
"696","6fRvg26kbYEUYuiEKZcExs",0.35,0.531,11,-5.207,0,0.0414,0.334,0,0.0788,0.311,185.594,281120,1
"697","61IBpJ6TymrEwd7bz3oPNp",0.472,0.75,10,-10.434,1,0.0371,0.415,0.0206,0.369,0.529,109.251,251640,1
"698","7FjZU7XFs7P9jHI9Z0yRhK",0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302,1
"699","1d5MR1rClWvRsvY4ZRaMpZ",0.807,0.52,6,-7.911,0,0.115,0.188,1.27e-05,0.136,0.614,109.979,239201,1
"700","2QApyk4ji8K7tYOf7LZa9b",0.814,0.627,8,-3.294,1,0.0499,0.00211,0.00124,0.0607,0.603,100.019,191760,1
"701","2QAOSnwZEyZ82rIJUoMyP0",0.679,0.799,9,-7.629,1,0.035,0.501,0,0.109,0.78,110.149,227920,1
"702","0312qEXbHlofGWXUhAxyfJ",0.536,0.93,8,-5.23,1,0.0915,0.013,0,0.706,0.718,138.676,207107,1
"703","0QUpBXTOdB4JJyTGFN6dH1",0.761,0.641,8,-13.466,0,0.0445,0.0713,0.0269,0.483,0.822,119.61,333360,1
"704","3koCCeSaVUyrRo3N2gHrd8",0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,1
"705","5jGHNc7FNfaRXsC42dAO9J",0.744,0.882,4,-5.754,1,0.043,0.394,2.72e-06,0.661,0.963,149.252,232627,1
"706","0GpdHgW8fzxGAfDD7LnL1D",0.684,0.723,2,-8.244,0,0.0729,0.000473,0.0287,0.0681,0.536,130.525,212160,1
"707","0pnT2H2ReoYmKHyxMbp1ae",0.728,0.88,5,-5.841,0,0.0349,0.0318,0.00224,0.0462,0.939,109.017,203210,1
"708","2ahZ2CL8ygJ9dEele0eM5E",0.74,0.817,2,-4.35,1,0.0642,0.0224,0,0.0643,0.47,118.029,190730,1
"709","1cyP2lN6FqZsF8eO1L62Qv",0.818,0.858,1,-4.219,0,0.0398,0.0642,0.256,0.256,0.753,119.605,258503,1
"710","5g0i6B7xPsaldRbjxMd2OL",0.715,0.702,9,-4.856,0,0.0277,0.222,2.33e-06,0.81,0.851,98.993,210909,1
"711","4KSSe0aAoGPiRacSqgAF9W",0.599,0.877,4,-5.772,0,0.0377,0.0844,0.000229,0.366,0.603,128.703,182717,1
"712","19nB8O3CnJ8KEuaRTLAcnE",0.725,0.79,5,-4.502,1,0.0423,0.201,4.15e-05,0.0852,0.697,128.989,172840,1
"713","7F6pMP39RL3eLP4SDTDHbm",0.589,0.867,6,-5.791,0,0.106,0.0765,8.19e-05,0.108,0.903,161.899,153960,1
"714","1JOLc9q3b1Ldkx5iXU5UVU",0.843,0.919,4,-8.139,0,0.0956,0.0503,0.146,0.0348,0.733,93.405,257280,1
"715","2RSBqovddtgoftscXD3O2X",0.516,0.95,7,-4.117,1,0.0546,0.00278,2.19e-05,0.141,0.961,190.045,200973,1
"716","6t8fsgGOkzlKrbhU5g36n7",0.571,0.932,1,-3.362,0,0.0315,0.00293,0.00119,0.0765,0.965,135.982,195093,1
"717","265Anh9hGoozFigjUVLUeD",0.748,0.735,8,-8.692,1,0.0903,0.47,1.09e-05,0.0851,0.854,150.04,203653,1
"718","5DiXcVovI0FcY2s0icWWUu",0.581,0.817,0,-6.542,1,0.0382,0.211,1.42e-06,0.246,0.779,141.607,272507,1
"719","6NdcSEhpGGAYXNnnhGS2s6",0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,175400,1
"720","32lF1rsInDTdK6Av3KdfaY",0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,300773,1
"721","5ZBeML7Lf3FMEVviTyvi8l",0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,1
"722","0vFs2Eorve6vnnQcmItot1",0.761,0.868,5,-6.061,0,0.0667,0.0245,1.12e-06,0.11,0.963,100.037,213293,1
"723","6dGnYIeXmHdcikdzNNDMm2",0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,1
"724","3Jrf9MHZZWx3cXBeMkZWUu",0.806,0.847,0,-4.47,1,0.0319,0.138,0.00157,0.067,0.97,121.718,261200,1
"725","5J0S5UgpCwlmEagrqgzvoC",0.612,0.738,0,-6.648,1,0.0479,0.192,0,0.0779,0.883,81.327,230667,1
"726","1JO1xLtVc8mWhIoE3YaCL0",0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,1
"727","7HKez549fwJQDzx3zLjHKC",0.638,0.928,5,-4.078,1,0.0388,0.0531,0.11,0.0875,0.966,122.428,213067,1
"728","62LJFaYihsdVrrkgUOJC05",0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,1
"729","69Qa7czzqraPWZgxpQN405",0.617,0.81,10,-6.513,1,0.0798,0.762,0,0.134,0.65,97.389,165080,1
"730","714hERk9U1W8FMYkoC83CO",0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,244920,1
"731","5jkUfQV3wlplyoz0PUja09",0.631,0.547,6,-12.626,1,0.036,0.248,0.000119,0.0523,0.962,94.533,199200,1
"732","0NIRG3SEn2Zf88o3qHJil5",0.707,0.906,7,-5.771,1,0.0309,0.0368,0.000968,0.661,0.97,112.837,315293,1
"733","5nNmj1cLH3r4aA4XDJ2bgY",0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,214827,1
"734","2BSm925aJog65vjU9FU1R3",0.593,0.918,11,-4.883,1,0.0361,0.036,4.26e-06,0.194,0.755,92.835,290160,1
"735","4W4wYHtsrgDiivRASVOINL",0.715,0.817,5,-6.227,0,0.0532,0.0325,1.61e-06,0.851,0.871,133.858,321573,1
"736","5FMXrphygZ4z3gVDHGWxgl",0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,236760,1
"737","0G3fbPbE1vGeABDEZF0jeG",0.864,0.876,11,-7.297,0,0.0488,0.148,7.19e-05,0.0367,0.802,110.536,223026,1
"738","1ynmMEK1fkyiZ6Z6F3ThEt",0.653,0.677,0,-12.244,1,0.0396,0.249,0,0.403,0.888,114.37,216533,1
"739","2RlgNHKcydI9sayD2Df2xp",0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373,1
"740","4TBBPZks71c60whhq0PgdP",0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,181067,1
"741","4YMLW13PuuO7o3jkIWlKAs",0.831,0.544,0,-9.288,1,0.0837,0.594,0.00389,0.0736,0.856,108.177,166280,1
"742","7ePFDzrnLt3Ynqgy2UFWri",0.727,0.588,1,-9.568,1,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,201093,1
"743","2gFvRmQiWg9fN9i74Q0aiw",0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,1
"744","7Ar4G7Ci11gpt6sfH9Cgz5",0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,1
"745","4l2hnfUx0esSbITQa7iJt0",0.586,0.935,4,-9.386,0,0.0482,0.000155,0.277,0.159,0.58,114.997,211173,1
"746","0dCr3qIupWh36ilLjRHi4P",0.651,0.946,6,-4.717,1,0.101,0.13,0,0.148,0.508,91.911,228333,1
"747","6ztstiyZL6FXzh4aG46ZPD",0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,1
"748","6JV2JOEocMgcZxYSZelKcc",0.667,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,236002,1
"749","5nPdMALTEd7HOjn16oNf2X",0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440,1
"750","4dwrL3Z5U2RZ6MZiKE2PgL",0.648,0.751,8,-8.582,1,0.0806,0.0182,0.000401,0.0418,0.863,100.437,244827,1
"751","1A2PWRltFrX8iB8IP3CUgo",0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,251800,1
"752","5T8EDUDqKcs6OSOwEsfqG7",0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,1
"753","5VsAiXtW0ApEaGsZypEUxL",0.693,0.839,2,-9.634,1,0.0526,0.282,3.83e-06,0.0338,0.849,126.165,351267,1
"754","5WQ1hIc5d2EVbRQ8qsj8Uh",0.719,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505,235213,1
"755","4V87hYB94wu8DFtd901riK",0.572,0.914,8,-8.436,1,0.0311,0.0717,0.00776,0.319,0.843,108.991,254467,1
"756","3eZAIWi3P840GLe3Z2WLIV",0.591,0.882,11,-5.778,0,0.0367,0.231,3.44e-06,0.172,0.921,170.717,191800,1
"757","6nn7yaVHrCYOnJgsT2WL2M",0.703,0.721,1,-7.236,1,0.0533,0.134,0,0.0666,0.885,112.394,220147,1
"758","7wEunHCPAqU7KfDAn37fm4",0.77,0.858,10,-7.086,0,0.0492,0.0106,0.685,0.0298,0.76,109.883,234587,1
"759","7BDCEIkavA9YhDKZgL1B7P",0.788,0.661,9,-7.238,0,0.0422,0.0652,0.00278,0.118,0.819,102.349,265787,1
"760","3s1BdA5PikyYgfAAiGEhMg",0.913,0.476,0,-13.823,1,0.0531,0.283,0.00127,0.204,0.955,112.73,252912,1
"761","1CpDrx0Q7f2Wv3tBXDMt6z",0.749,0.475,8,-13.875,1,0.0737,0.147,0,0.175,0.866,98.53,380267,1
"762","241RmK77gecJ1y7jOoQ5lu",0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96,171360,1
"763","6W0WGf0nhjTF5pvSKJkIvx",0.804,0.752,9,-4.927,1,0.0296,0.139,0.00108,0.266,0.956,120.093,272480,1
"764","0tkGSSQjO3HkzWOZQ0aFvs",0.711,0.715,4,-5.774,1,0.0426,0.0478,0,0.143,0.761,120.002,291413,1
"765","6NPVjNh8Jhru9xOmyQigds",0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,233305,1
"766","0B1zVsLqmV9ibIFdNS5tGs",0.583,0.833,0,-8.29,1,0.0343,0.0531,5.57e-05,0.16,0.81,119.884,182800,1
"767","3K5BdyHq4UJscupYJk8dQM",0.71,0.823,1,-6.48,1,0.259,0.0699,9.85e-06,0.448,0.72,167.991,257880,1
"768","2WNVYkMdUMLlBAdCKAAA33",0.719,0.822,11,-3.385,1,0.0398,0.214,0,0.134,0.655,121.99,241067,1
"769","0XzkemXSiXJa7VgDFPfU4S",0.862,0.503,7,-7.703,1,0.0494,0.00453,1.87e-05,0.0761,0.863,119.998,263053,1
"770","6vxHp3CDNo0afgKGp2yi1E",0.626,0.816,9,-10.593,1,0.13,0.237,1.8e-06,0.104,0.798,105.33,164813,1
"771","5sIk2grxR2bnbRD4F8a9k7",0.731,0.555,2,-13.684,1,0.0519,0.321,0.000103,0.0527,0.935,131.26,189427,1
"772","7n6ibfsRHhCb1Ccl9Fg2CZ",0.79,0.616,0,-7.443,1,0.0596,0.0589,6.55e-05,0.171,0.473,130.009,284413,1
"773","54gdzag84r3ZHHsWNF0PQT",0.529,0.828,10,-10.981,1,0.0459,0.128,3.63e-06,0.187,0.861,95.964,145000,1
"774","1Q34tAtTWI6RdW1qzFQiPb",0.683,0.515,1,-10.932,1,0.0592,0.137,6.66e-06,0.0816,0.767,88.827,165400,1
"775","6AZyiAl6mr3Jcp6AlmiQwF",0.623,0.764,4,-4.686,1,0.0418,0.0229,0,0.841,0.894,119.717,145173,1
"776","5E3P9e1hvjyIOlFyqNB5eD",0.597,0.643,5,-6.303,1,0.134,0.5,0,0.0435,0.823,167.963,144333,1
"777","57460SJgSpCXaRJ9YIYHxy",0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,171373,1
"778","6rx6Ew1sday1KvsnD4HNdI",0.663,0.809,7,-6.859,1,0.0607,0.0565,5.37e-05,0.132,0.796,81.538,200307,1
"779","4ptSL1o2pRgNvrC4wsN1Pl",0.383,0.599,9,-5.432,1,0.0304,0.644,3.61e-05,0.311,0.547,148.018,217800,1
"780","6vvYOBxKmCvUSEQgxdZiAq",0.648,0.688,9,-4.671,1,0.0282,0.0251,3.08e-06,0.149,0.937,111.854,198240,1
"781","3Z7mFVDy2izZNCvUWGy13Z",0.797,0.398,9,-10.789,1,0.0664,0.288,0,0.104,0.75,113.204,209613,1
"782","32UD5leqzVpV5TfLmnDSQH",0.811,0.515,0,-13.025,1,0.0423,0.0742,2.89e-06,0.0708,0.801,101.961,285360,1
"783","1lSBvNN5KpRC0OfzEJjY7L",0.522,0.481,11,-13.782,1,0.0769,0.802,4.37e-05,0.169,0.679,132.08,178027,1
"784","1R2SZUOGJqqBiLuvwKOT2Y",0.727,0.938,11,-2.872,0,0.288,0.00432,0,0.0911,0.757,132.077,219493,1
"785","1ljzHUgt2SU2ADkhfa9eBC",0.641,0.673,5,-10.72,0,0.0918,0.0302,0.000868,0.219,0.644,167.978,262587,1
"786","0OGijARU0Zx7RZMXBZTVBU",0.645,0.809,11,-6.12,1,0.0385,0.00921,0.00113,0.106,0.966,138.978,196680,1
"787","2S5CHSeaE3s6zCePzAHJuH",0.645,0.952,10,-3.45,0,0.0487,0.0487,0.000752,0.316,0.848,126.86,217120,1
"788","5pNKKF8AqSsqkJeNADqA7i",0.578,0.78,11,-14.21,0,0.0607,0.0857,0.105,0.0611,0.647,131.074,282147,1
"789","4Cg77xT2idYBAFNLTpmiHh",0.709,0.849,9,-7.527,1,0.0395,0.00585,5.79e-06,0.186,0.518,126.702,203667,1
"790","4QiBSGoonOPoCcldn0DYCq",0.605,0.913,0,-4.984,1,0.0419,0.175,0.00952,0.385,0.93,186.124,238133,1
"791","2h23bjG8B3bcD47HBu6bHG",0.72,0.88,5,-8.988,1,0.0406,0.199,0.0246,0.0865,0.961,118.623,242707,1
"792","12h3ZVYHOEMLBA3NDo5zGd",0.396,0.455,9,-13.197,1,0.036,0.41,1.15e-06,0.0685,0.434,156.48,270573,1
"793","0IuXtGpJO39PeDNhYrTDmi",0.528,0.686,7,-4.458,0,0.0301,0.052,7.52e-05,0.082,0.592,135.157,170400,1
"794","377QcIX4FOt5N04600Cznz",0.496,0.591,7,-10.23,1,0.0368,0.187,0,0.528,0.912,150.523,183093,1
"795","48PBqbMjiYPq3VsY7vG5n4",0.771,0.847,4,-6.216,1,0.0383,0.21,6.45e-05,0.0759,0.886,128.385,270960,1
"796","5zZ3ivuobLMt4fypSqsP80",0.446,0.97,4,-4.754,1,0.0791,0.0344,0.00157,0.337,0.524,93.755,321733,1
"797","65N5mnAk0WOubXkCryAxEe",0.702,0.634,3,-4.996,1,0.0418,0.163,0,0.288,0.897,135.552,228907,1
"798","5DWYNAL7IFCKrWW7RfhIG4",0.675,0.835,5,-9.589,0,0.0672,0.036,0.0185,0.082,0.804,116.517,346347,1
"799","71lebjkaaiB7UgOlGeqt7M",0.794,0.798,2,-6.96,1,0.114,0.0777,0.00037,0.453,0.828,118.232,404440,1
"800","0VaYWZe8BAeiU54fESSDwL",0.673,0.541,5,-12.559,1,0.0331,0.0246,0,0.0684,0.847,108.857,159427,1
"801","79RUMZfMNMpqZnswovvTqv",0.412,0.844,2,-5.613,1,0.037,0.00214,0,0.134,0.459,174.452,258907,1
"802","1Cwsd5xI8CajJz795oy4XF",0.618,0.896,2,-5.357,1,0.0307,0.171,0,0.0875,0.711,113.961,300773,1
"803","1oPg2EYKf2hbS7aDyE8j3S",0.478,0.862,11,-5.513,0,0.0269,0.00942,1.28e-05,0.0756,0.608,106.295,298640,1
"804","2zjt2hHBbiv5SuxYg8Z7eP",0.707,0.788,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,238120,1
"805","6zZmwY5qasaw7QtobXKpZs",0.618,0.893,6,-6.475,1,0.109,0.171,3.17e-05,0.285,0.515,91.972,340907,1
"806","6e8Ou0wiqAzIpWb2eSxll8",0.877,0.534,1,-6.18,1,0.151,0.0339,1.73e-05,0.0441,0.89,108.171,197560,1
"807","0GEYgCtLbHrhfxYQ5XW0pR",0.584,0.417,5,-9.91,1,0.0284,0.789,0,0.245,0.83,88.37,227680,1
"808","7vPw5XIMULmmZwXWof2MzA",0.625,0.964,10,-3.028,0,0.342,0.107,9.17e-05,0.0446,0.881,125.954,238960,1
"809","3672j9qcUufXuGwVoXHaeK",0.495,0.936,4,-7.196,0,0.0401,0.0111,0.000709,0.276,0.837,107.394,224480,1
"810","1ds5oarhQjo0K9gNB8SoP1",0.707,0.879,7,-5.876,0,0.0615,0.0219,0.373,0.0585,0.67,139.932,227095,1
"811","2u8MGAiS2hBVE7GZzTZLQI",0.688,0.858,5,-6.496,0,0.0348,0.103,0.000118,0.147,0.697,92.253,229467,1
"812","2olVm1lHicpveMAo4AUDRB",0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333,1
"813","1mvyqSb1tOvtVP1qfWEyPa",0.607,0.835,0,-5.427,1,0.0415,0.0588,4.71e-05,0.195,0.719,144.087,193120,1
"814","2B4LcSLZTDmTIFgKpjScjR",0.739,0.766,0,-6.023,1,0.0785,0.193,7.28e-05,0.137,0.862,106.6,167613,1
"815","6YhDHby2eVeENKJNa7C2z6",0.62,0.828,10,-4.685,1,0.0413,0.00557,0.000102,0.156,0.564,122.042,205067,1
"816","2kulOHR2XY6YDZCWXb38hn",0.846,0.922,6,-4.206,0,0.0438,0.0219,0.355,0.0623,0.899,122.195,362373,1
"817","0Rz1KXsP4bhGxs0ffySSSn",0.866,0.606,7,-4.762,1,0.04,0.00381,6.5e-06,0.0861,0.838,119.991,263827,1
"818","4lAYMPLPFOovwTCmtTt9b5",0.549,0.981,11,-3.558,0,0.059,0.0178,1.8e-06,0.438,0.873,82.331,185307,1
"819","0MiozHjf4tHMqntfPbweyj",0.539,0.981,8,-5.012,0,0.041,0.0594,0,0.381,0.853,99.093,230867,1
"820","1a3iWvMF1FJJZ9GvhtQNTc",0.6,0.905,1,-3.41,0,0.0357,0.00274,0,0.831,0.636,124.032,187027,1
"821","6pNVhq4m3S9iNRxpwmVQZm",0.745,0.616,7,-8.851,1,0.0351,0.0536,0.000507,0.139,0.961,124.437,203000,1
"822","1nl09AjkuO7BBRF3BFAPsC",0.803,0.813,8,-4.889,1,0.0362,0.443,9.88e-06,0.111,0.264,100.339,319493,1
"823","5Qt8U8Suu7MFH1VcJr17Td",0.559,0.953,2,-4.657,1,0.0568,0.000283,0.188,0.187,0.236,130.053,301067,1
"824","75fuzn623bYyKISKlFHdCw",0.529,0.741,3,-5.661,1,0.0268,0.116,1.23e-06,0.0736,0.455,100.004,205240,1
"825","4YR6Dextuoc3I8nJ0XgzKI",0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,226293,1
"826","0ew27xRdxSexrWbODuLfeE",0.742,0.92,5,-4.46,1,0.0503,0.174,0.123,0.0715,0.758,110.093,326373,1
"827","6xM8oBy40nK1rOd8WmoOPx",0.605,0.704,5,-6.564,1,0.0476,0.241,0,0.137,0.4,80.925,220413,1
"828","1jdNcAD8Ir58RlsdGjJJdx",0.685,0.474,0,-9.105,1,0.0313,0.779,1.23e-06,0.149,0.36,79.991,161227,1
"829","2ohy1uevBkPZc4ibN8wMHU",0.538,0.521,7,-7.332,1,0.0334,0.383,6.77e-05,0.188,0.621,147.13,200120,1
"830","1Buen1HzrkOrgW69mYnFqg",0.726,0.89,7,-4.123,1,0.136,0.00725,0,0.0762,0.548,98.006,216013,1
"831","2nGFzvICaeEWjIrBrL2RAx",0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,215360,1
"832","7GJClzimvMSghjcrKxuf1M",0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787,200720,1
"833","52HAHV1j93s5B8GoTNI7DJ",0.608,0.582,9,-9.734,1,0.0355,0.725,0,0.0854,0.952,127.297,176933,1
"834","4inW0d0HQFGXyYZdUdWaNc",0.762,0.957,8,-4.601,1,0.11,0.222,1.92e-05,0.0484,0.906,153.967,271867,1
"835","6QLU1GKy2Zh2mOh2uoJ0TV",0.734,0.635,5,-7.03,1,0.0816,0.0322,0,0.0808,0.931,96.99,216360,1
"836","6oWpGuwokWJ4EcWgVQPdUt",0.491,0.853,2,-5.419,1,0.041,0.00587,2.38e-06,0.0875,0.74,138.8,212893,1
"837","3yrSvpt2l1xhsV9Em88Pul",0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.407,0.907,150.572,183307,1
"838","0mrU1w2UMIZnR2I6oguwGz",0.742,0.855,7,-7.794,1,0.0332,0.0345,0,0.0689,0.962,135.014,197400,1
"839","7ulZJytSQ43kwDjT2AL0LZ",0.454,0.827,11,-3.774,1,0.0398,0.328,0,0.226,0.32,94.767,237440,1
"840","45yEy5WJywhJ3sDI28ajTm",0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,1
"841","497Fkp3gRiGrRMoqBTDudr",0.4,0.805,4,-7.305,1,0.0407,0.0387,5.4e-05,0.109,0.324,158.459,193933,1
"842","0qxYx4F3vm1AOnfux6dDxP",0.776,0.763,5,-8.124,1,0.0535,0.182,0.0065,0.077,0.82,128.433,280000,1
"843","4kbj5MwxO1bq9wjT5g9HaA",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,1
"844","0HMjXBAZmSYOTTi33WpMso",0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,187427,1
"845","6O6QBASpUTEGdsMAxXuGxs",0.59,0.838,1,-5.355,1,0.0857,0.153,0,0.314,0.852,116.391,186760,1
"846","300RfAPZ57B0y6YYj9n6DN",0.642,0.735,8,-8.866,1,0.0806,0.0172,0.000733,0.0391,0.864,99.682,244827,1
"847","06rPFgQsKS607RhYIqCmGq",0.689,0.912,9,-3.673,1,0.0302,0.174,0.000243,0.298,0.982,125.94,216347,1
"848","2ze7s5CrESggiWA3RpDYIy",0.622,0.616,10,-5.107,1,0.0349,0.147,3.87e-06,0.218,0.598,89.673,243160,1
"849","1vxw6aYJls2oq3gW0DujAo",0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,1
"850","1EzrEOXmMH3G43AXT1y7pA",0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,242187,1
"851","1z6WtY7X4HQJvzxC4UgkSf",0.652,0.748,0,-5.242,1,0.0887,0.0849,0,0.604,0.652,94.1,267413,1
"852","5K5EW1r6bW6oLZwrBD75YN",0.475,0.814,10,-4.398,1,0.045,0.00451,0,0.109,0.204,107.699,278778,1
